source_file,direction,source_term,context,proposed_translation,term_type,status,notes
katturaigal/antha_thunivu.md,tamil_to_english,மேலிடம்,"Congress central leadership possessing claimed final authority over provincial representatives",high command,party_governance_term,approved,"Established Indian political term captures hierarchical force."
katturaigal/antha_thunivu.md,tamil_to_english,பாசுபதாஸ்திரம் / அரசியல் அர்ஜுனர்கள்,"Newspaper's verbal weapon and politicians expected to aim it at the true source of authority","Pasupata weapon / political Arjunas",epic_political_metaphor,approved,"Mythological weapon and wielder retained together."
katturaigal/anthamaan.md,tamil_to_english,சமதர்மி,"Advocate of an egalitarian socialist order targeted by the speaker's Andaman proposal",socialist,political_identity,approved,"Socialist fits the economic programme explicitly described in the article."
katturaigal/anthamaan.md,tamil_to_english,சக்திக்கேற்ற உழைப்பு தேவைக்கேற்ற வசதி,"Socialist distributive formula in Tamil wording","work according to ability and facilities according to need",political_economic_formula,approved,"Preserves the source's distinction between labour and access to necessities."
katturaigal/anthamaan.md,tamil_to_english,ஆணவச் சரக்கு / மார்க்கெட் நிலவரம்,"Business vocabulary used to explain the new political demand for capitalist arrogance","arrogant goods / state of the market",commercial_political_metaphor,approved,"Retains the joke that Driver as businessman recognises political market demand."
katturaigal/anthamaan.md,tamil_to_english,குட்டி வேங்கை,"Capitalism as a cub that will become a tiger after twenty years of protection","cub becomes a tiger",growth_threat_metaphor,approved,"Tiger image retained in warning about accumulated economic power."
katturaigal/anthamaan.md,tamil_to_english,சீமான்களுக்கு இந்தியா சமதர்மிகளுக்கு அந்தமான்,"Condensed indictment of protected capitalist rule and exile of egalitarian politics","India for the rich; the Andamans for the socialists",political_refrain,approved,"Repeated as the article's central contrast."
katturaigal/anthiya_kaalam.md,tamil_to_english,அந்திய காலம்,"Simultaneous final period of a dying patient Parliament Congress rule and an elderly President","The Final Hour",extended_title_metaphor,approved,"Hour carries urgency and is repeated throughout the deathbed analogy."
katturaigal/anthiya_kaalam.md,tamil_to_english,உயில்,"Concrete tasks still achievable before Parliament and government depart",will,deathbed_political_metaphor,approved,"Retained literally throughout the frame story."
katturaigal/anthiya_kaalam.md,tamil_to_english,முகாரி,"Musical raga associated here with helpless lament",lament,musical_metaphor,approved,"Meaning is foregrounded because a bare raga name would obscure the political point in English."
katturaigal/anthiya_kaalam.md,tamil_to_english,திண்ணைத் தூங்கி திம்மப்பன்,"Stock figure of an idle uninformed man sleeping on a veranda","idle Thimmappan sleeping upon a veranda",cultural_stock_character,approved,"Name and image retained with the implied idleness made explicit."
katturaigal/anthiya_kaalam.md,tamil_to_english,பாடை / மணமேடை,"Funeral bier contrasted with a wedding platform at the moment of political departure","funeral bier / wedding stage",paired_final_metaphor,approved,"Final contrast retained literally."
katturaigal/arapor_kurippu.md,tamil_to_english,அறப்போர்,"Disciplined explicitly nonviolent campaign against compulsory Hindi","moral struggle",political_term,approved,"Moral preserves the source's contrast with violence and coercion."
katturaigal/arapor_kurippu.md,tamil_to_english,மறியல்,"Volunteers standing at a school entrance to appeal against Hindi instruction",picketing,political_action,approved,"Picketing best matches the organised nonviolent action described."
katturaigal/arapor_kurippu.md,tamil_to_english,அடையாள மறியல்,"Limited representative action conducted across towns","token picketing",political_action,approved,"Token conveys the demonstrative rather than continuous form."
katturaigal/arapor_kurippu.md,tamil_to_english,இருட்டடிப்பு,"Deliberate suppression of reports about the anti-Hindi agitation",blackout,press_suppression,approved,"News blackout preserves the political sense rather than literal darkness."
katturaigal/ariyamayil.md,tamil_to_english,அறியாமையின் உச்ச நிலை,"Condemnatory title applied to a speaker praised neither for knowledge nor judgement","The Height of Ignorance",polemical_title,approved,"Height retains the spatial metaphor and force of the repeated conclusion."
katturaigal/ariyamayil.md,tamil_to_english,விதையொன்று போட்டால் சுரையொன்று முளைக்காது,"Proverb that one kind of seed cannot produce an unrelated plant","When one kind of seed is sown another kind of gourd will not sprout",proverb,approved,"The plant image is retained because the following tamarind and mango comparison develops it."
katturaigal/ariyamayil.md,tamil_to_english,குப்பை மேட்டுக்குக் குங்குமப்பொட்டிடுதல்,"Ornamenting a worthless assertion to make it respectable","placing a vermilion mark upon a rubbish heap",cultural_metaphor,approved,"Literal image retained; the surrounding sentence supplies its evaluative force."
katturaigal/ariyamayil.md,tamil_to_english,எடுப்பார் கைப்பிள்ளை,"A pliable dependent who acts at another's bidding","a pliable instrument",political_idiom,approved,"Conveys subservience without adding an unidentified master."
katturaigal/ariyamayil.md,tamil_to_english,குட்டிக்கரணம் போடுதல்,"Turning an argument upside down through an acrobatic reversal","turning everything upside down",argument_metaphor,approved,"Meaning is prioritised while preserving the sense of reversal."
katturaigal/arutperunjothi.md,tamil_to_english,அருட்பெருஞ்ஜோதி தனிப்பெருங்கருணை,"Vallalar's devotional refrain and the article's central test of practice against ritual","Vast Light of Grace Supreme and Singular Compassion",devotional_refrain,approved,"Tamil transliteration is also retained where the phrase functions as a chanted formula."
katturaigal/arutperunjothi.md,tamil_to_english,அருட்பா / மருட்பா,"Wordplay contrasting the Song of Grace with conduct governed by delusion","Song of Grace / song of delusion",paired_wordplay,approved,"The contrast is explained in line because the rhyme alone cannot carry the meaning in English."
